homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
1,4,9,1,5,1, Mission slut cougar bitch Mr him by you think,3,
0,3,7,2,2,0, Friend cougar bitch pussy nation price vote action leader seat,3,
1,5,10,0,4,0, Order pussy fire add measure defense be,3,
0,6,10,2,4,1, Star cougar slut already organization with him,3,
1,1,6,0,5,1, Success whore bitch until score,3,
1,1,10,0,4,0, Win pussy whore wonder where suggest war nor happen something,3,
0,6,6,0,5,1, Son cougar whore add military walk,3,
0,3,8,0,3,0, This slut pussy bitch whore give open discussion can maintain,3,
1,3,6,1,3,0, Look bitch apply although floor,3,
0,1,5,2,3,1, Purpose slut pussy bitch else unit son fall picture role,3,
0,5,10,2,3,1, Official bitch understand oil,3,
0,5,7,2,2,0, Once slut bitch born improve why drug inside involve,3,
0,4,5,1,5,0, Professional whore slut bitch pussy certain open quite whether between find,3,
1,2,7,2,2,1, Scene whore community order write,3,
1,6,9,0,2,0, Wall bitch whore slut according former hand pretty necessary hotel,3,
0,2,8,1,6,1, Carry pussy bitch cougar whore slut back real power rich subject,3,
1,6,10,0,4,1, Manage pussy herself television,3,
1,4,8,0,2,0, Painting pussy slut whore cougar bitch us subject would shake,3,
0,4,10,2,6,1, Reason whore slut bitch age other letter idea,3,
0,1,8,2,2,1, Popular whore slut do for,3,
1,3,9,1,5,0, Ten slut whore pussy bitch free rule energy decade kid material,3,
1,4,8,2,6,1, Consider slut pussy cougar bitch girl drop role measure,3,
1,4,7,2,2,1, Book cougar poor best rise indeed work,3,
0,6,5,0,4,1, Together slut pussy plan paper offer player such certain,3,
1,3,10,2,3,0, Serious pussy none account stock doctor,3,
0,3,6,1,4,1, Mission pussy cougar slut evidence worker sister do tell,3,
0,6,10,1,5,1, Appear pussy cougar bitch slut season fund,3,
0,3,9,2,5,0, That pussy slut cougar prepare bit last,3,
1,1,8,0,2,0, Plan slut cougar bitch whore include involve seek,3,
0,4,7,0,2,1, Their pussy bitch cougar else house follow,3,
1,3,10,1,3,0, Our cougar pussy slut indicate hard star figure white,3,
0,4,5,0,2,1, Talk whore agree brother station where sing miss join,3,
1,6,9,0,5,1, Window slut pussy bitch cougar policy thus form activity keep message,3,
0,6,6,0,6,1, Notice cougar seat and project concern would major husband,3,
0,6,5,2,6,0, Thought whore cougar both process commercial,3,
1,4,8,1,4,0, Pay cougar pussy them list yard,3,
0,2,5,1,6,0, Five cougar but design should campaign fill,3,
0,3,8,0,4,1, Today bitch pussy slut cougar teacher nor sit lay edge,3,
1,1,6,2,4,1, Body cougar bitch pussy attention not size perhaps look,3,
1,2,6,2,3,0, Size bitch whore cougar slut partner hotel lawyer six,3,
1,1,7,1,3,1, Science cougar prepare attention administration parent want plan,3,
1,6,10,2,2,0, White cougar whore bitch pussy law word situation,3,
1,6,6,1,5,0, Part cougar think impact bit need entire rather,3,
1,4,6,0,6,0, Enough whore bitch bit generation born,3,
0,4,10,0,5,0, Late bitch whore slut pussy detail staff hold,3,
1,2,6,0,6,0, Enjoy slut bitch cougar travel many huge,3,
1,1,9,1,5,1, Store pussy cougar her professor,3,
1,4,10,2,5,1, Throw cougar bitch pussy whore slut dark space dinner present step trial expect,3,
0,3,8,2,6,1, Back bitch meeting sport or both than,3,
1,2,6,1,5,0, Range cougar pussy whore bitch slut training dream interview run couple,3,
1,2,7,0,3,0, Home whore slut bitch them court wide design good,3,
0,3,5,2,6,1, Suggest whore cougar pussy bitch slut skill report cover,3,
1,4,10,1,6,1, Town whore particular fight establish picture live,3,
1,3,9,0,4,1, Believe whore cougar slut bitch pussy front tend wide employee,3,
1,3,9,2,2,1, Pattern pussy whore simply reflect newspaper finally prove,3,
1,4,5,2,5,1, Not whore pussy slut bitch cougar education on cell rise over billion,3,
1,1,7,2,4,1, Begin slut bitch whore energy music arm discover institution,3,
0,3,9,0,4,1, Middle pussy bitch call serve require fly meeting perform care,3,
0,3,7,1,4,0, Writer whore pussy cougar bitch director tell huge visit structure across,3,
1,1,8,0,3,0, Drive pussy future later,3,
0,5,6,0,4,0, National pussy whore cougar bitch tonight sometimes set guy star,3,
1,5,8,1,2,0, Type slut bitch cougar pussy land Mrs position,3,
1,3,10,1,5,0, Participant cougar mean hospital ground,3,
1,2,10,0,2,0, Million whore pussy slut cougar east trade free social again,3,
1,3,6,1,3,1, Accept pussy bitch whore cougar chance life design poor good time,3,
1,3,7,1,6,0, Usually pussy whore cougar bitch slut recently fall mean according night,3,
1,6,8,1,6,1, Turn slut bitch whore some enough call red may,3,
0,4,7,0,3,0, Action pussy cougar alone build require thank throw American data,3,
0,4,7,2,5,1, Well cougar slut organization risk fly,3,
1,3,6,2,4,1, Think pussy whore cougar bitch when nothing not,3,
0,6,7,1,4,0, Smile cougar slut pussy over appear,3,
1,4,9,0,6,1, Effort slut whore fly section Democrat,3,
0,2,8,1,3,0, Husband slut camera cup,3,
1,2,9,0,2,1, Save slut whore bitch reality should everything race drive evening for,3,
1,4,9,2,4,1, Speak cougar bitch whore through while catch program,3,
1,1,8,0,2,0, Land bitch pussy whore cougar slut word result,3,
0,6,7,1,2,1, Nice pussy cougar box word old significant share big,3,
0,6,7,0,5,1, Second slut born stop four his happen can talk,3,
1,5,5,2,6,0, Talk slut whore pussy cougar bitch hear still ago interview point buy coach,3,
1,3,10,0,3,0, However cougar pussy bitch under music,3,
1,1,8,1,5,0, Support bitch whore slut cougar hundred rich skill,3,
1,4,5,0,5,0, Admit slut bitch our stuff,3,
1,6,9,0,5,0, Value slut whore pussy cougar bitch control project,3,
0,2,7,1,3,0, Back whore cougar slut space know great hot exactly,3,
0,3,7,2,4,0, Power whore cougar pussy without benefit man positive difficult,3,
1,1,10,2,6,0, Movement slut here down surface poor degree than,3,
1,4,9,2,3,1, Public slut sound analysis,3,
1,6,6,0,5,0, Father pussy bitch cougar whore nearly able voice,3,
0,5,9,0,3,0, Why whore bitch late provide music join head,3,
1,5,10,2,2,0, Model whore pussy pick city face page,3,
1,1,5,2,3,1, Indicate cougar bitch slut to long hear,3,
0,1,5,1,5,1, Certain slut cougar their just,3,
0,4,8,2,3,0, Part bitch slut whore talk support gas buy allow think,3,
0,5,6,1,4,0, Political cougar slut pussy my benefit,3,
1,3,9,2,4,0, Could whore slut cougar everything soon some protect serious,3,
0,1,6,0,4,1, Large pussy bitch eat whole trip throw appear,3,
1,1,10,1,6,1, Newspaper bitch whore slut hard allow me,3,
0,6,9,2,2,0, Organization bitch pussy whore speak security possible wind stop,3,
0,4,8,0,3,1, Many slut skill eye,3,
0,6,8,0,5,1, Itself cougar slut southern in save knowledge place medical,3,
1,5,8,2,4,1, Keep pussy leave good development behind now culture,3,
0,2,7,1,2,0, Bill cougar slut bitch whore perform forward form deal drop his,3,
1,1,7,0,4,1, Check pussy slut cougar bitch service present value,3,
0,3,6,1,2,1, Finally whore pussy bitch slut season build remain many high draw,3,
1,1,6,2,6,0, Think slut bitch so nothing identify enjoy,3,
0,6,6,1,5,0, Simply bitch fine activity executive chair wear fear line,3,
0,5,9,1,4,0, Cold whore my daughter doctor,3,
1,3,8,1,4,1, Floor bitch cougar slut pussy whore glass population explain treat alone pressure,3,
0,3,10,2,2,0, Picture pussy bitch slut campaign explain safe area poor not,3,
0,6,6,0,3,0, Create slut cougar forward necessary crime investment establish,3,
0,5,9,1,3,0, Hospital cougar pussy exist defense arm know car center,3,
0,5,5,2,4,1, Agreement cougar bitch against travel message,3,
1,3,5,1,4,0, Stage whore buy few seem body myself,3,
0,6,6,1,5,0, Form cougar bitch whore pussy easy agent middle vote,3,
0,3,9,2,4,1, Near pussy slut bitch former leg recent begin today physical,3,
1,2,9,2,6,0, Strong cougar reason care although feeling ability quickly,3,
0,5,5,0,5,0, Social bitch whore anything bring,3,
0,1,10,2,6,1, It pussy cougar whore like almost serious drug teacher,3,
0,2,6,1,4,1, With slut cougar science thus civil,3,
1,1,8,1,4,0, Challenge whore about property good board by always certain,3,
1,4,10,1,4,0, Top slut bitch whore pussy finish off decide career effort,3,
1,5,6,2,6,1, Read cougar whore pussy whether similar edge turn study moment,3,
1,5,7,0,2,0, Right bitch cougar slut pussy item bring modern free,3,
1,2,7,1,4,1, Purpose bitch slut whore pussy cougar tax crime bag,3,
1,4,8,0,4,0, Artist slut himself movie within camera outside civil,3,
1,4,8,0,6,0, Guess pussy bitch slut door place yes purpose music field state,3,
0,1,8,0,6,1, Certain whore slut cougar lawyer service form carry together enjoy local,3,
1,1,10,2,6,0, Point bitch cougar whore slut half speak head although,3,
0,5,6,0,3,0, Particularly whore bitch pussy slut pull across fall similar this,3,
0,4,9,1,4,1, Money slut pussy whore get law campaign hand,3,
0,1,9,1,3,1, Quite cougar whore evidence join,3,
1,4,6,0,4,0, Child cougar bitch slut pussy whore see dream wait detail student,3,
1,2,7,1,6,1, Site bitch slut cougar pussy middle meeting message suffer,3,
1,1,6,2,2,0, Congress pussy must believe,3,
1,1,10,2,6,0, Miss cougar campaign use white on modern,3,
0,1,9,1,5,1, Arrive whore factor understand player song,3,
1,3,8,2,4,0, Live bitch slut pussy whore seem operation standard raise,3,
0,2,10,2,2,0, Perform pussy cougar slut him high low college right,3,
1,4,7,1,2,0, Face whore pussy cougar slut bitch why poor single ready since,3,
0,6,6,0,6,0, Four pussy whore cougar bitch slut tree seat rich,3,
0,5,5,1,6,1, However slut pussy they campaign arrive green rock,3,
0,2,5,2,3,0, Question whore one tree relate true,3,
1,6,8,0,3,1, Parent slut bitch wall cultural society case,3,
1,6,8,2,5,1, However pussy course push,3,
1,4,10,2,5,1, Near whore pussy daughter pay,3,
1,4,8,1,6,1, Again pussy whore bitch least middle economy head send picture,3,
1,5,5,0,2,1, Guess bitch cougar slut fear use always however model company,3,
0,4,5,1,3,0, High pussy whore cougar play senior sign today participant,3,
0,1,5,0,4,1, Position slut require risk only social article,3,
0,5,8,0,6,1, Available pussy describe station myself,3,
1,4,6,1,4,1, Put slut bitch pussy cougar whore best data section support,3,
1,3,8,0,5,1, Know whore slut cougar the eat color,3,
0,6,7,1,6,1, Impact pussy slut whore cougar bitch read true establish sit trip off,3,
0,5,5,0,5,0, Air whore pussy slut cougar bitch wear level top inside,3,
1,5,7,0,2,1, Nothing cougar bitch pussy whore slut great information recent,3,
0,4,9,1,2,1, Have slut whore pussy bitch remain seven thus,3,
1,2,10,2,3,1, Majority bitch whore slut cougar commercial check effort product,3,
0,4,5,0,2,0, Material bitch whore cougar law road reflect ground happy,3,
1,1,6,2,5,1, Ever slut cougar bitch pussy detail wide suggest where community,3,
0,6,5,1,6,0, Show slut cougar whore interest break control thing grow international,3,
1,5,6,2,2,1, Enough bitch community opportunity really in,3,
1,4,7,0,6,1, Speak whore bitch cougar pussy marriage big pretty,3,
1,5,10,1,6,0, Take bitch cougar whore slut suggest lead answer fund maybe common,3,
0,5,6,2,4,1, Away cougar bitch whore slut pussy want list down lawyer,3,
1,5,10,0,6,1, Something bitch company window every write,3,
1,2,5,2,3,0, All slut pussy future probably stop ten record without,3,
0,6,10,1,4,1, By cougar whore bitch slut pussy half themselves mouth scene action college,3,
0,6,5,2,4,0, Paper slut pussy whore cougar bitch draw hotel catch,3,
1,6,6,2,6,1, Senior cougar bitch slut pussy whore Republican view picture,3,
0,6,10,1,3,0, As cougar operation apply part box wish fund,3,
0,4,9,1,6,0, Sell slut design participant strong,3,
1,2,10,0,5,0, Impact slut issue keep game,3,
1,6,7,2,2,0, Dark pussy cougar whore bitch slut offer letter its difference,3,
0,6,7,2,3,0, Money slut whore cougar pussy bitch base politics PM television sister phone,3,
1,2,9,1,3,1, Fight slut information tree blue customer Mrs ago,3,
0,2,7,2,2,0, Dog bitch whore cougar attorney great above tax government real least,3,
1,6,7,1,6,0, Camera slut discuss always task war,3,
0,4,10,1,3,1, Eight slut pussy determine notice start send maintain,3,
1,5,6,2,5,1, Board bitch slut whore pussy cougar bag among safe,3,
1,2,7,2,6,0, History pussy whore slut bitch cougar they cost glass unit idea respond,3,
0,6,6,1,2,0, Little bitch cougar slut ahead claim federal,3,
0,2,5,1,3,1, Imagine bitch slut cougar civil race which poor indicate,3,
0,6,5,0,4,1, Family slut measure newspaper energy,3,
1,4,7,0,5,0, Cultural bitch slut hundred use happen there oil through,3,
0,1,10,2,2,1, Discover bitch cougar kid relationship team,3,
0,5,10,2,4,0, Yourself bitch pussy whore cougar month shoulder firm agree decision,3,
0,1,5,2,4,1, Eight whore create prevent around,3,
0,5,8,0,2,0, Ahead slut cougar pussy street public score second per commercial,3,
1,2,6,2,3,1, Meeting cougar play walk discover lose,3,
0,6,5,0,4,1, Weight whore slut bitch pussy cougar resource decision special,3,
0,3,9,2,6,1, News pussy slut cougar whore do American whom fast risk,3,
1,2,8,2,5,0, Run pussy whore slut read wind relate agreement air,3,
1,5,9,1,6,0, Go pussy bitch cougar entire drug modern west section,3,
1,1,6,1,5,0, Free slut whore pussy hand yourself mother group appear,3,
1,2,8,2,5,1, Defense pussy slut cougar whore bitch machine early leg activity back,3,
1,5,9,0,2,0, Them cougar slut himself so account,3,
1,3,8,0,3,1, Consider pussy cougar whore slut against billion film reach be easy explain,3,
1,2,8,1,5,1, Cost slut pussy one mouth nice oil,3,
1,5,10,0,5,1, Own whore pussy cougar slut bitch reach guess debate,3,
1,2,6,0,4,0, Good slut evidence staff away evidence claim lay,3,
1,3,7,1,5,1, Much whore slut cougar bitch pussy either argue seven management,3,
0,2,5,0,3,1, Foot slut whore pussy bitch drop white ability long include employee truth,3,
1,2,10,0,3,0, Responsibility whore bitch trial suffer,3,
0,6,10,2,4,1, Loss slut whore pussy movement interest throughout pass team prove,3,
1,4,5,0,2,1, Direction slut cougar agree laugh standard end standard interview,3,
0,2,9,1,6,1, Religious slut bitch whore body realize position speech suggest player,3,
0,6,10,1,5,1, Once whore bitch slut pussy cougar every another piece prepare,3,
0,5,5,1,5,0, Goal whore bitch pussy slut court phone soldier detail into,3,
1,6,10,0,6,1, Turn slut cougar bitch whore foot assume,3,
1,1,8,0,5,0, Performance slut bitch cougar whore pussy clear economy describe road full conference,3,
0,3,9,1,6,0, Structure pussy cougar whore bitch slut total focus decade miss describe,3,
1,4,10,1,2,0, Address pussy bitch daughter rise training its school,3,
1,3,5,0,2,1, Tax whore bitch slut pussy appear Republican take our without,3,
0,3,6,1,5,0, Still pussy bitch improve difficult affect teach operation watch,3,
1,2,8,2,5,1, Understand pussy cougar slut whore bitch space serious very account no,3,
1,1,5,1,2,0, When slut whore bitch area here such do range,3,
0,6,5,1,6,0, Top slut pussy cougar front between drug land whom,3,
0,1,8,0,3,0, Word slut pussy near term minute available herself,3,
0,5,6,1,6,1, Air bitch politics body value scientist either six,3,
1,3,10,0,6,1, Newspaper bitch cougar whore slut stuff voice throughout,3,
0,6,5,2,6,0, Career cougar bitch amount table data billion both source strategy,3,
1,2,5,0,2,0, Grow whore cougar bitch pussy slut still issue suffer he hotel,3,
1,5,10,1,5,1, Body pussy bitch instead increase hold,3,
0,4,8,2,6,1, Avoid whore slut pussy bitch cougar answer fight time force finally father,3,
1,3,5,2,6,1, Surface whore either sound they important,3,
1,3,8,0,6,0, Center pussy cougar bitch cup party,3,
0,4,8,1,2,1, Direction bitch whore slut pussy common most region opportunity into commercial,3,
0,2,8,1,3,1, Unit pussy whore bitch nearly population end education car rest,3,
0,5,10,1,3,0, Serious cougar slut pussy bitch should development threat ability,3,
0,6,8,1,2,1, Spend whore pussy slut cougar bitch environment necessary which,3,
0,1,8,1,5,1, Everything bitch whore cultural owner road today direction behavior,3,
